Artist,Title,Air Time_x,Letter_x,First Word,Duration_x,Year,Air Time_y,Letter_y,Duration_y
The Kings,Switchin' To Glide / This Beat Goes On,2018-12-06 21:00:00,S,Switchin',5,1980,2016-12-13 15:08:00,S,7
The Police,Synchronicity II,2018-12-06 21:16:00,S,Synchronicity,5,1983,2016-12-13 15:21:00,S,5
Soft Cell,Tainted Love,2018-12-06 21:30:00,T,Tainted,2,1981,2016-12-13 15:36:00,T,2
Keith Richards,Take It So Hard,2018-12-06 21:51:00,T,Take,3,1988,2016-12-13 16:20:00,T,3
Talking Heads,Take Me To The River,2018-12-06 21:54:00,T,Take,5,1981,2016-12-13 17:07:00,T,9
Prince & The Revolution,Take Me With U,2018-12-06 21:59:00,T,Take,4,1984,2016-12-13 17:16:00,T,4
a-ha,Take On Me,2018-12-06 22:07:00,T,Take,6,1985,2016-12-13 17:30:00,T,4
Camper Van Beethoven,Take The Skinheads Bowling,2018-12-06 22:17:00,T,Take,3,1985,2016-12-13 17:53:00,T,3
R. E. M.,Talk About the Passion,2018-12-06 22:40:00,T,Talk,4,1981,2016-12-13 18:14:00,T,3
The Pretenders,Talk Of The Town,2018-12-06 22:48:00,T,Talk,2,1980,2016-12-13 18:20:00,T,3
Talk Talk,Talk Talk,2018-12-06 22:50:00,T,Talk,4,1982,2016-12-13 18:23:00,T,3
Tracy Chapman,Talkin' Bout A Revolution,2018-12-06 23:10:00,T,Talkin',3,1988,2016-12-13 18:30:00,T,3
Steve Winwood,Talking Back To The Night,2018-12-06 23:13:00,T,Talking,5,1981,2016-12-13 18:36:00,T,8
Rockpile,"Teacher, Teacher",2018-12-07 00:00:00,T,Teacher,2,1980,2016-12-13 19:27:00,T,3
Richard Thompson,Tear Stained Letter,2018-12-07 00:05:00,T,Tear,4,1983,2016-12-13 19:35:00,T,5
The English Beat,Tears Of A Clown,2018-12-07 00:17:00,T,Tears,3,1980,2016-12-13 19:43:00,T,2
Sonic Youth,Teenage Riot,2018-12-07 00:30:00,T,Teenage,7,1988,2016-12-13 19:53:00,T,7
New Order,Temptation,2018-12-07 01:37:00,T,Temptation,7,1982,2016-12-13 21:06:00,T,10
Squeeze,Tempted,2018-12-07 01:44:00,T,Tempted,6,1986,2016-12-13 21:21:00,T,5
General Public,Tenderness,2018-12-07 01:55:00,T,Tenderness,4,1984,2016-12-13 21:31:00,T,3
Stevie Ray Vaughan,Texas Flood,2018-12-07 02:12:00,T,Texas,6,1986,2016-12-13 22:42:00,T,6
John Hiatt,Thank You Girl,2018-12-07 02:19:00,T,Thank,4,1987,2016-12-13 23:15:00,T,4
Stevie Wonder,That Girl,2018-12-07 02:35:00,T,That,5,1980,2016-12-13 23:25:00,T,5
Jackson Browne,That Girl Could Sing,2018-12-07 02:40:00,T,That,5,1980,2016-12-13 23:30:00,T,5
Peter Gabriel,That Voice Again,2018-12-07 03:00:00,T,That,5,1986,2016-12-13 23:55:00,T,5
Prince,The Ballad of Dorothy Parker,2018-12-07 04:06:00,T,The,4,1987,2016-12-14 01:19:00,T,4
The The,The Beat(en) Generation,2018-12-07 04:16:00,T,The,3,1989,2016-12-14 01:53:00,T,3
Sheila Hylton,The Bed's Too Big Without You,2018-12-07 04:24:00,T,The,4,1981,2016-12-14 01:56:00,T,3
Big Audio Dynamite,The Bottom Line.,2018-12-07 05:09:00,T,The,3,1985,2016-12-14 02:33:00,T,6
Paul Simon,The Boy In The Bubble,2018-12-07 05:12:00,T,The,5,1986,2016-12-14 02:44:00,T,4
Don Henley,The Boys Of Summer,2018-12-07 05:24:00,T,The,5,1984,2016-12-14 02:54:00,T,5
Kurtis Blow,The Breaks,2018-12-07 05:29:00,T,The,4,1983,2016-12-14 02:59:00,T,4
Greg Kihn,The Breakup Song,2018-12-07 05:33:00,T,The,3,1981,2016-12-14 03:03:00,T,3
The Clash,The Call Up,2018-12-07 05:41:00,T,The,5,1980,2016-12-14 03:06:00,T,6
Echo & The Bunnymen,The Cutter,2018-12-07 06:28:00,T,The,4,1983,2016-12-14 04:45:00,T,4
Midnight Oil,The Dead Heart,2018-12-07 07:01:00,T,The,5,1987,2016-12-14 04:55:00,T,5
Warren Zevon,The Envoy,2018-12-07 07:36:00,T,The,5,1982,2016-12-14 05:44:00,T,4
Steve Winwood,The Finer Things,2018-12-07 07:53:00,T,The,6,1980,2016-12-14 06:00:00,T,6
Timbuk 3,The Future's So Bright (I Gotta Wear Shades),2018-12-07 08:13:00,T,The,4,1986,2016-12-14 06:21:00,T,4
Psychedelic Furs,The Ghost In You,2018-12-07 08:25:00,T,The,4,1984,2016-12-14 06:31:00,T,7
Donald Fagen,The Goodbye Look,2018-12-07 08:54:00,T,The,5,1982,2016-12-14 07:00:00,T,5
The Smiths,The Headmaster Ritual,2018-12-07 09:14:00,T,The,5,1985,2016-12-14 07:38:00,T,5
John Lee Hooker,The Healer,2018-12-07 09:19:00,T,The,7,1989,2016-12-14 07:43:00,T,8
Stevie Ray Vaughan,The House Is Rockin',2018-12-07 09:32:00,T,The,2,1989,2016-12-14 08:13:00,T,3
Echo & The Bunnymen,The Killing Moon,2018-12-07 10:08:00,T,The,5,1984,2016-12-14 08:51:00,T,5
ABC,The Look Of Love (part One),2018-12-07 11:00:00,T,The,4,1982,2016-12-14 10:15:00,T,3
The Cure,The Love Cats,2018-12-07 11:07:00,T,The,6,1983,2016-12-14 10:22:00,T,4
The Clash,The Magnificent Seven,2018-12-07 11:22:00,T,The,6,1980,2016-12-14 10:35:00,T,5
Daniel Lanois,The Maker,2018-12-07 11:32:00,T,The,5,1989,2016-12-14 10:40:00,T,4
Grandmaster Flash & The Furious 5,The Message,2018-12-07 12:38:00,T,The,7,1982,2016-12-14 10:56:00,T,7
John Fogerty,The Old Man Down The Road,2018-12-07 13:17:00,T,The,3,1984,2016-12-14 12:52:00,T,4
R. E. M.,The One I Love,2018-12-07 13:20:00,T,The,5,1987,2016-12-14 12:59:00,T,4
INXS,The One Thing,2018-12-07 13:29:00,T,The,3,1982,2016-12-14 13:03:00,T,3
New Order,The Perfect Kiss,2018-12-07 13:55:00,T,The,5,1985,2016-12-14 13:30:00,T,5
Re-Flex,The Politics Of Dancing,2018-12-07 14:07:00,T,The,6,1983,2016-12-14 13:45:00,T,4
Rickie Lee Jones,The Real End,2018-12-07 14:45:00,T,The,5,1984,2016-12-14 14:15:00,T,7
John Mellencamp,The Real Life,2018-12-07 14:50:00,T,The,5,1987,2016-12-14 14:22:00,T,3
U2,The Refugee,2018-12-07 15:00:00,T,The,3,1983,2016-12-14 14:42:00,T,4
Bruce Springsteen,The River,2018-12-07 15:08:00,T,The,6,1980,2016-12-14 15:07:00,T,5
Robert Earl Keen,The Road Goes On Forever,2018-12-07 15:14:00,T,The,5,1989,2016-12-14 15:24:00,T,5
Men Without Hats,The Safety Dance,2018-12-07 15:24:00,T,The,3,1980,2016-12-14 15:47:00,T,3
Dead Milkmen,The Thing That Only Eats Hippies,2018-12-07 16:26:00,T,The,5,1986,2016-12-14 17:17:00,T,3
Blondie,The Tide Is High,2018-12-07 16:35:00,T,The,7,1980,2016-12-14 17:30:00,T,5
Bruce Springsteen,The Ties That Bind,2018-12-07 16:42:00,T,The,3,1980,2016-12-14 17:35:00,T,5
Tom Petty & The Heartbreakers,The Waiting,2018-12-07 17:24:00,T,The,6,1981,2016-12-14 18:00:00,T,4
The Cure,The Walk,2018-12-07 17:30:00,T,The,4,1983,2016-12-14 18:04:00,T,5
The Call,The Walls Came Down,2018-12-07 17:34:00,T,The,3,1983,2016-12-14 18:13:00,T,5
Bruce Hornsby & The Range,The Way It Is,2018-12-07 17:48:00,T,The,4,1987,2016-12-14 18:29:00,T,6
Richard Thompson,The Wrong Heartbeat,2018-12-07 18:31:00,T,The,3,1983,2016-12-14 19:36:00,T,4
The Smiths,There Is A Light That Never Goes Out,2018-12-07 18:45:00,T,There,4,1983,2016-12-14 20:15:00,T,4
Eurythmics,There Must Be An Angel (Playing With My Heart),2018-12-07 18:54:00,T,There,6,1985,2016-12-14 20:23:00,T,6
John Hiatt,Thing Called Love,2018-12-07 19:44:00,T,Thing,4,1987,2016-12-14 21:26:00,T,4
Bonnie Raitt,Thing Called Love,2018-12-07 19:48:00,T,Thing,4,1989,2016-12-14 21:22:00,T,4
Michael Penn,This And That,2018-12-07 20:14:00,T,This,4,1989,2016-12-14 22:14:00,T,3
The Smiths,This Charming Man,2018-12-07 20:22:00,T,This,3,1983,2016-12-14 22:17:00,T,3
Public Image Ltd.,This Is Not A Love Song,2018-12-07 20:40:00,T,This,5,1983,2016-12-14 22:36:00,T,5
Pat Metheny & David Bowie,This Is Not America,2018-12-07 20:46:00,T,This,6,1985,2016-12-14 22:41:00,T,4
Talking Heads,This Must Be The Place (Naive Melody),2018-12-07 21:13:00,T,This,5,1983,2016-12-14 23:01:00,T,5
Lyle Lovett,This Old Porch,2018-12-07 21:20:00,T,This,7,1986,2016-12-14 23:14:00,T,4
King Crimson,Three Of A Perfect Pair,2018-12-07 21:42:00,T,Three,4,1984,2016-12-15 00:03:00,T,4
Michael Jackson,Thriller,2018-12-07 21:46:00,T,Thriller,7,1982,2016-12-15 00:07:00,T,8
Stevie Ray Vaughan,Tight Rope,2018-12-07 22:19:00,T,Tight,4,1989,2016-12-15 00:38:00,T,5
Todd Rundgren,Time Heals,2018-12-07 23:01:00,T,Time,4,1981,2016-12-15 01:31:00,T,4
The Pretenders,Time The Avenger,2018-12-07 23:09:00,T,Time,5,1984,2016-12-15 02:09:00,T,5
The Blue Nile,Tinseltown In The Rain,2018-12-07 23:21:00,T,Tinseltown,7,1984,2016-12-15 02:37:00,T,6
Ziggy Marley,Tomorrow People,2018-12-08 00:00:00,T,Tomorrow,4,1988,2016-12-15 03:47:00,T,5
Suzanne Vega,Tom's Diner,2018-12-08 00:04:00,T,Tom's,2,1987,2016-12-15 03:52:00,T,3
The Police,Too Much Information,2018-12-08 00:56:00,T,Too,4,1981,2016-12-15 04:35:00,T,5
Kajagoogoo,Too Shy,2018-12-08 01:00:00,T,Too,4,1983,2016-12-15 05:00:00,T,3
The Selecter,Too Much Pressure,2018-12-08 01:04:00,T,Too,4,1980,2016-12-15 04:40:00,T,3
Van Morrison,Tore Down A La Rimbaud,2018-12-08 01:15:00,T,Tore,4,1984,2016-12-15 05:10:00,T,4
Grateful Dead,Touch Of Grey,2018-12-08 01:43:00,T,Touch,7,1987,2016-12-15 05:22:00,T,6
Bruce Springsteen,Tougher Than The Rest,2018-12-08 01:50:00,T,Tougher,4,1987,2016-12-15 05:32:00,T,5
XTC,Towers Of London,2018-12-08 02:00:00,T,Towers,5,1980,2016-12-15 05:37:00,T,5
Paul Simon,Train In The Distance,2018-12-08 02:07:00,T,Train,6,1983,2016-12-15 06:16:00,T,9
U2,Trip Through Your Wires,2018-12-08 02:55:00,T,Trip,3,1987,2016-12-15 07:53:00,T,4
Lindsey Buckingham,Trouble,2018-12-08 02:58:00,T,Trouble,4,1981,2016-12-15 08:16:00,T,7
"10,000 Maniacs",Trouble Me,2018-12-08 03:06:00,T,Trouble,4,1989,2016-12-15 08:46:00,T,5
Spandau Ballet,True,2018-12-08 03:10:00,T,True,6,1989,2016-12-15 09:08:00,T,6
The Fabulous Thunderbirds,Tuff Enuff,2018-12-08 03:39:00,T,Tuff,3,1987,2016-12-15 10:48:00,T,3
Ziggy Marley,Tumblin' Down,2018-12-08 03:51:00,T,Tumblin',4,1988,2016-12-15 10:56:00,T,5
Bruce Springsteen,Tunnel Of Love,2018-12-08 03:55:00,T,Tunnel,5,1987,2016-12-15 11:07:00,T,6
Dire Straits,Tunnel Of Love,2018-12-08 04:00:00,T,Tunnel,8,1980,2016-12-15 11:13:00,T,8
Genesis,Turn It On Again,2018-12-08 04:15:00,T,Turn,5,1980,2016-12-15 11:38:00,T,4
Traveling Wilburys,Tweeter and The Monkey Man,2018-12-08 04:33:00,T,Tweeter,6,1988,2016-12-15 12:29:00,T,5
The English Beat,Twist & Crawl,2018-12-08 04:48:00,T,Twist,4,1980,2016-12-15 12:43:00,T,3
Tanita Tikaram,Twist In My Sobriety,2018-12-08 04:52:00,T,Twist,4,1988,2016-12-15 12:54:00,T,5
Dire Straits,Twisting By The Pool,2018-12-08 04:56:00,T,Twisting,4,1982,2016-12-15 13:02:00,T,4
Bruce Springsteen,Two Hearts,2018-12-08 05:04:00,T,Two,2,1980,2016-12-15 13:20:00,T,4
U2,Two Hearts Beat As One,2018-12-08 05:06:00,T,Two,4,1983,2016-12-15 13:24:00,T,4
Frankie Goes To Hollywood,Two Tribes,2018-12-08 05:24:00,T,Two,3,1985,2016-12-15 13:56:00,T,4
The The,Uncertain Smile,2018-12-08 05:38:00,U,Uncertain,6,1982,2016-12-15 14:35:00,U,8
Paul Simon,Under African Skies,2018-12-08 05:53:00,U,Under,3,1986,2016-12-15 14:56:00,U,4
David Bowie & Queen,Under Pressure,2018-12-08 06:01:00,U,Under,5,1982,2016-12-15 15:04:00,U,4
The Church,Under The Milky Way,2018-12-08 06:15:00,U,Under,5,1985,2016-12-15 15:21:00,U,4
Neil Young,Union Man,2018-12-08 06:30:00,U,Union,3,1980,2016-12-15 15:44:00,U,2
Meat Puppets,Up On The Sun,2018-12-08 07:06:00,U,Up,5,1985,2016-12-15 16:35:00,U,6
Diana Ross,Upside Down,2018-12-08 07:24:00,U,Upside,4,1987,2016-12-15 16:56:00,U,4
Billy Joel,Uptown Girl,2018-12-08 07:37:00,U,Uptown,4,1983,2016-12-15 17:07:00,U,6
Richard Thompson,Valerie,2018-12-08 08:12:00,V,Valerie,5,1986,2016-12-15 18:16:00,V,4
Steve Winwood,Valerie,2018-12-08 08:17:00,V,Valerie,4,1982,2016-12-15 18:20:00,V,6
Frank Zappa,Valley Girl,2018-12-08 08:21:00,V,Valley,7,1982,2016-12-15 18:28:00,V,5
The Buggles,Video Killed The Radio Star,2018-12-08 08:51:00,V,Video,5,1980,2016-12-15 19:46:00,V,5
Ultravox,Vienna,2018-12-08 08:56:00,V,Vienna,5,1983,2016-12-15 19:51:00,V,4
'Til Tuesday,Voices Carry,2018-12-08 09:25:00,V,Voices,4,1985,2016-12-15 20:32:00,V,4
The Rolling Stones,Waiting On A Friend,2018-12-08 10:08:00,W,Waiting,6,1981,2016-12-15 22:11:00,W,4
Fugazi,Waiting Room,2018-12-08 10:14:00,W,Waiting,3,1988,2016-12-15 22:19:00,W,3
The Replacements,Waitress In The Sky,2018-12-08 10:17:00,W,Waitress,2,1985,2016-12-15 22:22:00,W,2
Toni Childs,Walk And Talk Like An Angel,2018-12-08 10:33:00,W,Walk,7,1988,2016-12-15 22:53:00,W,6
Indigo Girls,Walk Away,2018-12-08 10:40:00,W,Walk,6,1987,2016-12-15 22:59:00,W,6
Donald Fagen,Walk Between The Raindrops,2018-12-08 10:46:00,W,Walk,2,1982,2016-12-15 23:21:00,W,2
Bangles,Walk Like An Egyptian,2018-12-08 10:53:00,W,Walk,3,1982,2016-12-15 23:34:00,W,4
Dire Straits,Walk Of Life,2018-12-08 10:56:00,W,Walk,5,1985,2016-12-15 23:38:00,W,4
Run-DMC,Walk This Way,2018-12-08 11:08:00,W,Walk,8,1986,2016-12-16 00:25:00,W,5
Cowboy Junkies,Walking After Midnight,2018-12-08 11:22:00,W,Walking,6,1988,2016-12-16 00:42:00,W,6
Missing Persons,Walking In L. A.,2018-12-08 11:28:00,W,Walking,4,1982,2016-12-16 00:54:00,W,4
The Police,Walking In Your Footsteps,2018-12-08 11:32:00,W,Walking,3,1983,2016-12-16 01:13:00,W,4
Tom Waits,Walking Spanish,2018-12-08 11:40:00,W,Walking,3,1985,2016-12-16 01:31:00,W,3
Richard Thompson,Wall Of Death,2018-12-08 11:46:00,W,Wall,4,1982,2016-12-16 01:36:00,W,6
Michael Jackson,Wanna Be Startin' Somethin',2018-12-08 11:54:00,W,Wanna,7,1982,2016-12-16 01:55:00,W,6
John Lennon,Watching The Wheels,2018-12-08 12:23:00,W,Watching,3,1980,2016-12-16 02:53:00,W,4
The Pixies,Wave Of Mutilation,2018-12-08 12:46:00,W,Wave,2,1989,2016-12-16 03:24:00,W,2
Lone Justice,Ways To Be Wicked,2018-12-08 12:48:00,W,Ways,5,1985,2016-12-16 03:40:00,W,3
Rickie Lee Jones,We Belong Together,2018-12-08 13:04:00,W,We,6,1981,2016-12-16 04:04:00,W,5
Starship,We Built This City,2018-12-08 13:10:00,W,We,5,1985,2016-12-16 04:09:00,W,6
Billy Joel,We Didn't Start The Fire,2018-12-08 13:19:00,W,We,6,1985,2016-12-16 04:20:00,W,5
Heaven 17,We Live So Fast,2018-12-08 13:38:00,W,We,4,1983,2016-12-16 04:43:00,W,4
The Waterboys,We Will Not Be Lovers,2018-12-08 14:05:00,W,We,9,1988,2016-12-16 05:08:00,W,7
David & David,Welcome To The Boomtown,2018-12-08 14:36:00,W,Welcome,5,1986,2016-12-16 05:40:00,W,6
Pet Shop Boys,West End Girls,2018-12-08 15:13:00,W,West,4,1984,2016-12-16 06:44:00,W,7
Grateful Dead,West L.A. Fadeaway,2018-12-08 15:17:00,W,West,7,1987,2016-12-16 06:51:00,W,7
k. d. lang,Western Stars,2018-12-08 15:24:00,W,Western,3,1988,2016-12-16 06:58:00,W,4
The Smiths,What Difference Does It Make?,2018-12-08 15:44:00,W,What,4,1984,2016-12-16 07:52:00,W,4
The Feelies,What Goes On,2018-12-08 15:48:00,W,What,5,1988,2016-12-16 08:16:00,W,8
Edie Brickell & The New Bohemians,What I Am,2018-12-08 16:02:00,W,What,5,1988,2016-12-16 08:28:00,W,5
Black Uhuru,What Is Life,2018-12-08 16:10:00,W,What,6,1983,2016-12-16 08:48:00,W,7
INXS,What You Need,2018-12-08 16:44:00,W,What,3,1985,2016-12-16 09:29:00,W,4
"10,000 Maniacs",What's The Matter Here,2018-12-08 17:01:00,W,What's,5,1987,2016-12-16 10:03:00,W,4
Prince,When Doves Cry,2018-12-08 17:15:00,W,When,6,1984,2016-12-16 10:38:00,W,6
Rockpile,When I Write The Book,2018-12-08 17:33:00,W,When,3,1980,2016-12-16 11:02:00,W,3
U2,When Love Comes To Town,2018-12-08 17:47:00,W,When,4,1988,2016-12-16 11:05:00,W,7
Richard Thompson,When The Spell Is Broken,2018-12-08 18:09:00,W,When,7,1985,2016-12-16 11:47:00,W,4
The Police,When The World Is Running Down,2018-12-08 18:16:00,W,When,3,1980,2016-12-16 12:51:00,W,5
John Hiatt,When We Ran,2018-12-08 18:19:00,W,When,6,1985,2016-12-16 12:56:00,W,5
Prince,When You Were Mine,2018-12-08 18:32:00,W,When,3,1980,2016-12-16 13:09:00,W,5
Marshall Crenshaw,Whenever You're On My Mind,2018-12-08 18:45:00,W,Whenever,3,1983,2016-12-16 13:27:00,W,4
The Pixies,Where Is My Mind?,2018-12-08 19:07:00,W,Where,5,1988,2016-12-16 13:44:00,W,4
U2,Where The Streets Have No Name,2018-12-08 19:15:00,W,Where,6,1987,2016-12-16 13:55:00,W,5
Steve Winwood,While You See A Chance,2018-12-08 19:30:00,W,While,5,1980,2016-12-16 14:29:00,W,5
Devo,Whip It,2018-12-08 19:35:00,W,Whip,4,1980,2016-12-16 14:34:00,W,3
Jason & The Scorchers,White Lies,2018-12-08 19:49:00,W,White,4,1985,2016-12-16 15:22:00,W,3
Grandmaster Melle Mel,White Lines (Don't Do It),2018-12-08 19:53:00,W,White,7,1984,2016-12-16 15:25:00,W,7
Men At Work,Who Can It Be Now?,2018-12-08 20:08:00,W,Who,5,1981,2016-12-16 15:56:00,W,4
Eurythmics,Who's That Girl?,2018-12-08 20:25:00,W,Who's,5,1983,2016-12-16 17:00:00,W,4
Chris Isaak,Wicked Game,2018-12-08 21:03:00,W,Wicked,5,1989,2016-12-16 18:09:00,W,4
Tone-Loc,Wild Thing,2018-12-08 21:36:00,W,Wild,6,1988,2016-12-16 19:00:00,W,4
Talking Heads,Wild Wild Life,2018-12-08 21:42:00,W,Wild,4,1986,2016-12-16 19:13:00,W,5
Los Lobos,Will The Wolf Survive?,2018-12-08 21:59:00,W,Will,4,1984,2016-12-16 19:35:00,W,5
A Flock Of Seagulls,Wishing (I Had A Photograph Of You),2018-12-08 22:32:00,W,Wishing,4,1983,2016-12-16 20:41:00,W,4
Bob Mould,Wishing Well,2018-12-08 22:36:00,W,Wishing,7,1989,2016-12-16 20:49:00,W,7
Terence Trent D'Arby,Wishing Well,2018-12-08 22:43:00,W,Wishing,4,1989,2016-12-16 20:45:00,W,4
U2,With Or Without You,2018-12-08 23:04:00,W,With,6,1987,2016-12-16 21:22:00,W,5
John Lennon,Woman,2018-12-08 23:18:00,W,Woman,4,1980,2016-12-16 21:59:00,W,3
The A's,Woman's Got The Power,2018-12-08 23:25:00,W,Woman's,4,1981,2016-12-16 22:07:00,W,6
Bruce Cockburn,Wondering Where The Lions Are,2018-12-08 23:29:00,W,Wondering,3,1985,2016-12-16 22:26:00,W,4
Rickie Lee Jones,Woody And Dutch On The Slow Train To Peking,2018-12-08 23:38:00,W,Woody,5,1981,2016-12-16 23:12:00,W,5
Cameo,Word Up,2018-12-08 23:43:00,W,Word,4,1986,2016-12-16 23:32:00,W,5
Missing Persons,Words,2018-12-08 23:47:00,W,Words,7,1982,2016-12-16 23:28:00,W,4
Tom Tom Club,Wordy Rappinghood,2018-12-08 23:54:00,W,Wordy,6,1981,2016-12-16 23:37:00,W,8
The Members,Working Girl,2018-12-09 00:07:00,W,Working,4,1981,2016-12-16 23:55:00,W,5
Julian Cope,World Shut Your Mouth,2018-12-09 00:35:00,W,World,3,1986,2016-12-17 00:31:00,W,4
Eurythmics,Would I Lie To You?,2018-12-09 00:44:00,W,Would,5,1985,2016-12-17 00:53:00,W,4
The Fabulous Thunderbirds,Wrap It Up,2018-12-09 06:03:00,W,Wrap,3,1985,2016-12-17 01:02:00,W,3
Bruce Springsteen,Wreck On The Highway,2018-12-09 06:12:00,W,Wreck,4,1980,2016-12-17 01:05:00,W,4
Neil Young,Wrecking Ball,2018-12-09 06:16:00,W,Wrecking,6,1989,2016-12-17 01:14:00,W,5
Happy Mondays,Wrote For Luck,2018-12-09 06:29:00,W,Wrote,7,1988,2016-12-17 01:34:00,W,6
Electric Light Orchestra w/ Olivia Newton John,Xanadu,2018-12-09 06:41:00,X,Xanadu,3,1980,2016-12-17 01:43:00,X,3
Neville Brothers,Yellow Moon,2018-12-09 07:01:00,Y,Yellow,4,1989,2016-12-17 02:26:00,Y,4
Robert Palmer,You Are In My System,2018-12-09 07:41:00,Y,You,5,1983,2016-12-17 03:22:00,Y,5
Run-DMC,You Be Illin',2018-12-09 07:53:00,Y,You,3,1986,2016-12-17 03:35:00,Y,3
The Who,You Better You Bet,2018-12-09 08:00:00,Y,You,5,1981,2016-12-17 03:43:00,Y,6
Paul Simon,You Can Call Me Al,2018-12-09 08:05:00,Y,You,7,1986,2016-12-17 04:01:00,Y,5
Bruce Springsteen,You Can Look (But You Better Not Touch),2018-12-09 08:16:00,Y,You,3,1980,2016-12-17 04:12:00,Y,3
Joe Jackson,You Can't Get What You Want,2018-12-09 08:19:00,Y,You,7,1984,2016-12-17 04:42:00,Y,5
Keith Richards,You Don't Move Me,2018-12-09 08:38:00,Y,You,5,1988,2016-12-17 05:10:00,Y,5
Roy Orbison,You Got It,2018-12-09 09:14:00,Y,You,4,1988,2016-12-17 05:37:00,Y,3
Tom Petty & The Heartbreakers,You Got Lucky,2018-12-09 09:22:00,Y,You,6,1982,2016-12-17 05:40:00,Y,4
Billy Joel,You May Be Right,2018-12-09 09:34:00,Y,You,4,1980,2016-12-17 06:43:00,Y,4
AC/DC,You Shook Me All Night Long,2018-12-09 09:59:00,Y,You,3,1980,2016-12-17 07:39:00,Y,4
Dead Or Alive,You Spin Me Round,2018-12-09 10:02:00,Y,You,7,1985,2016-12-17 07:56:00,Y,5
Third World,You're Playing Us Too Close,2018-12-09 10:59:00,Y,You're,7,1982,2016-12-17 11:01:00,Y,7
Camper Van Beethoven,ZZ Top Goes To Egypt,2018-12-09 11:45:00,Z,ZZ,4,1986,2016-12-17 13:25:00,Z,5
